35060,167,Oakville,Oakville
35061,168,Oshawa,Oshawa
35062,169,Ottawa Centre,Ottawa-Centre
35063,170,Ottawa–Orléans,Ottawa–Orléans
35064,171,Ottawa South,Ottawa-Sud
35065,172,Ottawa–Vanier,Ottawa–Vanier
35066,173,Ottawa West–Nepean,Ottawa-Ouest–Nepean
35067,174,Oxford,Oxford
35068,175,Parkdale–High Park,Parkdale–High Park
35069,176,Parry Sound–Muskoka,Parry Sound–Muskoka
35070,177,Perth–Wellington,Perth–Wellington
35071,178,Peterborough,Peterborough
35072,179,Pickering–Scarborough East,Pickering–Scarborough-Est
35073,180,Prince Edward–Hastings,Prince Edward–Hastings
35074,181,Renfrew–Nipissing–Pembroke,Renfrew–Nipissing–Pembroke
35075,182,Richmond Hill,Richmond Hill
35076,183,St. Catharines,St. Catharines
35077,184,St. Paul's,St. Paul's
35078,185,Sarnia–Lambton,Sarnia–Lambton
35079,186,Sault Ste. Marie,Sault Ste. Marie
35080,187,Scarborough–Agincourt,Scarborough–Agincourt
35081,188,Scarborough Centre,Scarborough-Centre
35082,189,Scarborough–Guildwood,Scarborough–Guildwood
35083,190,Scarborough–Rouge River,Scarborough–Rouge River
35084,191,Scarborough Southwest,Scarborough-Sud-Ouest
35085,192,Simcoe–Grey,Simcoe–Grey
35086,193,Simcoe North,Simcoe-Nord
35087,194,Stormont–Dundas–South Glengarry,Stormont–Dundas–South Glengarry
35088,195,Sudbury,Sudbury
35089,196,Thornhill,Thornhill
35090,197,Thunder Bay–Rainy River,Thunder Bay–Rainy River
35091,198,Thunder Bay–Superior North,Thunder Bay–Superior-Nord
35092,199,Timmins–James Bay,Timmins–Baie James
35093,200,Toronto Centre,Toronto-Centre
35094,201,Toronto–Danforth,Toronto–Danforth
35095,202,Trinity–Spadina,Trinity–Spadina
35096,203,Vaughan,Vaughan
35097,204,Welland,Welland
35098,205,Wellington–Halton Hills,Wellington–Halton Hills
35099,206,Whitby–Oshawa,Whitby–Oshawa
35100,207,Willowdale,Willowdale
35101,208,Windsor–Tecumseh,Windsor–Tecumseh
35102,209,Windsor West,Windsor-Ouest
35103,210,York Centre,York-Centre
35104,211,York–Simcoe,York–Simcoe
35105,212,York South–Weston,York-Sud–Weston
35106,213,York West,York-Ouest
46001,214,Brandon–Souris,Brandon–Souris
46002,215,Charleswood–St. James–Assiniboia,Charleswood–St. James–Assiniboia
46003,216,Churchill,Churchill
46004,217,Dauphin–Swan River–Marquette,Dauphin–Swan River–Marquette
46005,218,Elmwood–Transcona,Elmwood–Transcona
46006,219,Kildonan–St. Paul,Kildonan–St. Paul
46007,220,Portage–Lisgar,Portage–Lisgar
46008,221,Provencher,Provencher
46009,222,Saint Boniface,Saint-Boniface
46010,223,Selkirk–Interlake,Selkirk–Interlake
46011,224,Winnipeg Centre,Winnipeg-Centre
46012,225,Winnipeg North,Winnipeg-Nord
46013,226,Winnipeg South,Winnipeg-Sud
46014,227,Winnipeg South Centre,Winnipeg-Centre-Sud
47001,228,Battlefords–Lloydminster,Battlefords–Lloydminster
47002,229,Blackstrap,Blackstrap
47003,231,Desnethé–Missinippi–Churchill River,Desnethé–Missinippi–Rivière Churchill
47004,230,Cypress Hills–Grasslands,Cypress Hills–Grasslands
47005,232,Palliser,Palliser
47006,233,Prince Albert,Prince Albert
47007,234,Regina–Lumsden–Lake Centre,Regina–Lumsden–Lake Centre
47008,235,Regina–Qu'Appelle,Regina–Qu'Appelle
47009,236,Saskatoon–Humboldt,Saskatoon–Humboldt
47010,237,Saskatoon–Rosetown–Biggar,Saskatoon–Rosetown–Biggar
47011,238,Saskatoon–Wanuskewin,Saskatoon–Wanuskewin
47012,239,Souris–Moose Mountain,Souris–Moose Mountain
47013,240,Wascana,Wascana
47014,241,Yorkton–Melville,Yorkton–Melville
48001,259,Fort McMurray–Athabasca,Fort McMurray–Athabasca
48002,244,Calgary East,Calgary-Est
48003,243,Calgary Centre-North,Calgary-Centre-Nord
48004,245,Calgary Northeast,Calgary-Nord-Est
48005,246,Calgary–Nose Hill,Calgary–Nose Hill
48006,242,Calgary Centre,Calgary-Centre
48007,247,Calgary Southeast,Calgary-Sud-Est
48008,248,Calgary Southwest,Calgary-Sud-Ouest
48009,249,Calgary West,Calgary-Ouest
48010,250,Crowfoot,Crowfoot
48011,254,Edmonton–Mill Woods–Beaumont,Edmonton–Mill Woods–Beaumont
48012,251,Edmonton Centre,Edmonton-Centre
48013,252,Edmonton East,Edmonton-Est
48014,253,Edmonton–Leduc,Edmonton–Leduc
48015,255,Edmonton–St. Albert,Edmonton–St. Albert
48016,256,Edmonton–Sherwood Park,Edmonton–Sherwood Park
48017,257,Edmonton–Spruce Grove,Edmonton–Spruce Grove
48018,258,Edmonton–Strathcona,Edmonton–Strathcona
48019,260,Lethbridge,Lethbridge
48020,261,Macleod,Macleod
48021,262,Medicine Hat,Medicine Hat
48022,263,Peace River,Peace River
48023,264,Red Deer,Red Deer
48024,265,Vegreville–Wainwright,Vegreville–Wainwright
48025,266,Westlock–St. Paul,Westlock–St. Paul
48026,267,Wetaskiwin,Wetaskiwin
48027,268,Wild Rose,Wild Rose
48028,269,Yellowhead,Yellowhead
59001,270,Abbotsford,Abbotsford
59002,272,Burnaby–Douglas,Burnaby–Douglas
59003,273,Burnaby–New Westminster,Burnaby–New Westminster
59004,274,Cariboo–Prince George,Cariboo–Prince George
59005,275,Chilliwack–Fraser Canyon,Chilliwack–Fraser Canyon
59006,276,Delta–Richmond East,Delta–Richmond-Est
59007,290,Pitt Meadows–Maple Ridge–Mission,Pitt Meadows–Maple Ridge–Mission
59008,277,Esquimalt–Juan de Fuca,Esquimalt–Juan de Fuca
59009,278,Fleetwood–Port Kells,Fleetwood–Port Kells
59010,279,Kamloops–Thompson–Cariboo,Kamloops–Thompson–Cariboo
59011,280,Kelowna–Lake Country,Kelowna–Lake Country
59012,281,Kootenay–Columbia,Kootenay–Columbia
59013,282,Langley,Langley
59014,283,Nanaimo–Alberni,Nanaimo–Alberni
59015,284,Nanaimo–Cowichan,Nanaimo–Cowichan
59016,285,Newton–North Delta,Newton–Delta-Nord
59017,286,New Westminster–Coquitlam,New Westminster–Coquitlam
59018,289,Okanagan–Shuswap,Okanagan–Shuswap
59019,287,North Vancouver,North Vancouver
59020,288,Okanagan–Coquihalla,Okanagan–Coquihalla
59021,291,Port Moody–Westwood–Port Coquitlam,Port Moody–Westwood–Port Coquitlam
59022,292,Prince George–Peace River,Prince George–Peace River
59023,293,Richmond,Richmond
59024,294,Saanich–Gulf Islands,Saanich–Gulf Islands
59025,295,Skeena–Bulkley Valley,Skeena–Bulkley Valley
59026,271,British Columbia Southern Interior,Colombie-Britannique-Southern Interior
59027,296,South Surrey–White Rock–Cloverdale,Surrey-Sud–White Rock–Cloverdale
59028,297,Surrey North,Surrey-Nord
59029,298,Vancouver Centre,Vancouver-Centre
59030,299,Vancouver East,Vancouver-Est
59031,300,Vancouver Island North,Île de Vancouver-Nord
59032,301,Vancouver Kingsway,Vancouver Kingsway
59033,302,Vancouver Quadra,Vancouver Quadra
59034,303,Vancouver South,Vancouver-Sud
59035,304,Victoria,Victoria
59036,305,West Vancouver–Sunshine Coast–Sea to Sky Country,West Vancouver–Sunshine Coast–Sea to Sky Country
60001,306,Yukon,Yukon
61001,307,Western Arctic,Western Arctic
62001,308,Nunavut,Nunavut
